                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.3041,                 4.2504,                 4.0761,                0.21093,                0.18714,                0.01707,                0.00495,                 2.7466,                 30.917,                 5.8473,             0.00036793,             0.00036793,             0.00036793
